Z / PU Number,Slot,Subslot,Check in Time,Check in Operator,Location,State,Storage Unit,Storage Sub Unit,Zone State,Item State,Part Number,Lot No,Initial Quantity,Material Barcode,Estimated Current Quantity,Component Count Update,Reserved Quantity,Work Order Name,Cart Id,Splice Reel,Splice Lot Number,Splice Estimated Quantity,Splice Total Quantity,Feeder Birth Date,Components Fed,Total Components Fed,Feeder Count Update,Last Maintained,Feeder Barcode,Column_31
,0,0,,,SP70,Unloaded Reels,,,Active,,5,1,1,1,1,9/10/2019 2:42:11 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,5,w,1,5,1,9/10/2019 2:40:16 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000002,1000000002,10,1000000002,1,12/18/2019 8:19:18 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000007,123456789,10,1000007,1,12/15/2019 5:14:16 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000008,123456789,10,10000008,1,12/11/2019 4:21:24 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000009,123456789,10,1000009,1,12/15/2019 10:54:35 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000041,123456789,10,1000041,1,12/14/2019 11:32:54 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000041,1000000041,10,1000000041,1,12/14/2019 11:51:23 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000057,123456789,10,123456789,1,11/25/2019 6:19:51 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1000098,1000000098,10,1000000098,1,5/30/2020 12:17:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1027734,1000020377,1,1000050329,1,4/23/2018 8:15:34 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1027735,1000020375,1,1000050274,1,4/11/2017 2:37:30 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1030264,1000022179,1,1000076034,1,12/13/2017 2:43:41 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1,1,1039666,1,12/19/2019 6:54:35 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121739,1,7/16/2018 6:57:17 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121741,1,8/10/2018 2:21:47 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121742,1,8/4/2018 9:36:53 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121752,1,8/18/2018 8:55:02 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121753,1,8/18/2018 2:22:01 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121758,1,6/26/2018 8:51:53 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121759,1,7/4/2018 8:22:15 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121768,1,9/14/2018 7:51:10 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121769,1,7/20/2018 4:33:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121771,1,7/19/2018 3:38:29 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121772,1,7/15/2018 2:49:48 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121774,1,9/16/2018 12:56:58 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121776,1,6/23/2018 8:25:21 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121778,1,7/1/2018 8:55:55 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121779,1,6/28/2018 3:31:42 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121784,1,9/5/2018 11:49:01 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121785,1,8/8/2018 8:08:39 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121786,1,8/6/2018 7:20:11 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121787,1,7/27/2018 7:36:13 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121788,1,8/23/2018 4:48:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121790,1,7/13/2018 4:17:33 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121791,1,7/12/2018 7:00:05 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000025952,1,1000121793,1,7/15/2018 9:44:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134547,1,7/30/2018 1:51:49 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134548,1,8/1/2018 3:38:41 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134549,1,7/29/2018 11:39:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134550,1,7/23/2018 12:37:37 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134551,1,10/31/2018 2:50:24 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134552,1,10/24/2018 3:55:23 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134553,1,10/22/2018 10:26:46 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134555,1,10/6/2018 6:32:25 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134560,1,12/24/2018 11:57:53 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134561,1,11/3/2018 7:54:54 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134562,1,10/15/2018 10:45:56 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134563,1,10/3/2018 6:29:59 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134568,1,9/24/2018 8:45:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134569,1,9/26/2018 8:03:25 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134570,1,12/1/2018 6:39:52 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134572,1,12/7/2018 3:19:44 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134574,1,11/6/2018 10:25:17 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134575,1,11/5/2018 4:37:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134577,1,11/29/2018 10:54:24 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134578,1,11/25/2018 2:29:18 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134579,1,10/9/2018 12:38:56 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134580,1,9/28/2018 2:55:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134582,1,10/1/2018 7:52:22 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134584,1,9/7/2018 8:36:01 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134585,1,9/2/2018 12:53:40 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134588,1,9/9/2018 6:29:56 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134589,1,8/28/2018 2:54:02 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134590,1,8/27/2018 5:57:52 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134592,1,11/11/2018 2:49:37 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134596,1,11/9/2018 11:34:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134597,1,12/22/2018 12:55:25 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134602,1,11/8/2018 10:48:02 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134603,1,7/26/2018 7:02:52 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000134604,1,9/12/2018 7:44:52 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026767,1,1000192912,1,5/11/2019 8:29:56 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026768,1,1000134618,1,8/24/2018 6:59:24 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026769,1,1000134621,1,9/19/2018 1:57:23 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000026769,1,1000134622,1,9/17/2018 3:37:20 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000031238,1,12/10/2019 8:44:16 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146831,1,12/12/2018 6:23:04 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146837,1,12/10/2018 7:48:02 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146838,1,2/18/2019 2:50:22 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146839,1,2/2/2019 2:45:36 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146842,1,10/14/2018 11:33:16 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146843,1,10/18/2018 8:03:26 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146844,1,11/21/2018 3:54:29 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146847,1,1/28/2019 12:57:39 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146851,1,10/28/2018 8:05:42 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146854,1,11/27/2018 7:14:01 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146859,1,12/4/2018 7:51:16 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146861,1,12/10/2018 3:29:52 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146862,1,12/12/2018 12:58:51 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146864,1,1/26/2019 7:54:00 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146866,1,3/14/2020 3:06:57 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146867,1,11/22/2018 8:28:29 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000146868,1,11/1/2018 12:16:45 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1000192614,1,5/23/2019 7:48:36 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027520,1,1033435,1,4/11/2019 1:28:32 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148883,1,1/18/2019 1:43:07 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148884,1,10/12/2018 5:25:48 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148885,1,12/15/2018 8:33:07 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148888,1,10/10/2018 12:23:07 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148892,1,12/29/2018 8:07:36 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148893,1,12/19/2018 4:43:26 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148896,1,1/10/2019 8:41:42 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148897,1,1/17/2019 11:00:19 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148898,1,12/21/2018 10:28:59 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148899,1,1/23/2019 8:42:04 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148900,1,2/14/2019 3:36:37 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148902,1,1/11/2019 2:03:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148903,1,10/18/2018 5:47:53 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148908,1,12/7/2018 6:59:53 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148915,1,1/20/2019 1:29:29 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148916,1,1/18/2019 2:14:11 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148917,1,2/9/2019 7:27:56 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148919,1,12/6/2018 11:55:51 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000148922,1,12/5/2018 10:03:27 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1033435,1000027674,1,1000192507,1,5/15/2019 5:07:20 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203076,1,7/4/2019 8:01:29 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203079,1,8/13/2019 9:20:33 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203080,1,11/17/2019 8:43:33 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203081,1,8/15/2019 9:56:14 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203084,1,12/14/2019 1:20:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203085,1,10/25/2019 12:21:19 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203089,1,7/27/2019 1:44:07 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203090,1,1/21/2020 5:25:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203093,1,8/17/2019 12:28:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203095,1,10/28/2019 1:33:19 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203096,1,2/1/2020 4:46:49 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203097,1,3/2/2020 1:46:09 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203098,1,11/28/2019 9:19:05 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203099,1,3/29/2020 7:45:40 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203100,1,10/19/2019 1:58:17 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203101,1,9/18/2019 8:56:08 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203103,1,3/9/2020 7:46:44 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203104,1,1/28/2020 7:53:29 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203105,1,2/6/2020 11:18:02 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203106,1,11/24/2019 10:50:20 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203107,1,7/20/2019 4:37:04 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203108,1,9/14/2019 10:29:25 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203109,1,9/15/2019 11:44:42 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203113,1,4/24/2020 5:22:32 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203117,1,12/18/2019 8:19:27 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203121,1,11/22/2019 6:22:25 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203122,1,9/3/2019 6:02:43 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000031238,1,1000203123,1,9/7/2019 12:35:27 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225376,1,2/13/2020 10:23:05 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225377,1,1/19/2020 10:48:47 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225381,1,12/6/2019 9:26:31 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225384,1,2/2/2020 6:58:12 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225387,1,4/27/2020 8:17:32 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225391,1,3/15/2020 12:16:10 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225397,1,2/15/2020 10:01:56 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225398,1,2/18/2020 8:04:49 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225401,1,11/2/2019 5:10:15 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225404,1,8/24/2019 7:58:14 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225405,1,8/1/2019 7:55:30 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225406,1,9/21/2019 12:58:38 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225408,1,7/15/2019 5:25:53 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225410,1,6/25/2020 5:06:01 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225414,1,2/5/2020 8:44:03 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225415,1,9/9/2019 9:31:37 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225416,1,12/7/2019 4:03:45 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225417,1,9/5/2019 8:00:59 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225418,1,6/11/2019 4:50:29 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225419,1,3/13/2020 7:40:18 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225420,1,8/21/2019 8:05:23 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225424,1,6/20/2019 3:25:57 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225426,1,4/19/2020 8:22:26 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225427,1,6/30/2019 5:56:08 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225430,1,11/25/2019 7:40:18 AM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000032238,1,1000225431,1,2/25/2020 5:11:43 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000034348,1,1000265213,1,6/13/2020 4:29:24 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000034348,1,1000265214,1,4/29/2020 12:45:03 PM,0,,,,,0,0,,0,0,,,,0
,0,0,,,SP70,Unloaded Reels,,,Active,,1039666,1000034348,1,1000265215,1,5/17/2020 5:28:29 PM,0,,,,,0,0,,0,0,,,,0
